seconds,estimated_hz,voiced_probability,retained
2.783999999999999808e+00,1.241294085083541603e+02,1.504646013433388052e-01,0.000000000000000000e+00
2.799999999999999822e+00,1.227036606486201435e+02,1.765306086328975455e-01,0.000000000000000000e+00
2.815999999999999837e+00,1.205956852023702339e+02,3.233360583906407792e-01,0.000000000000000000e+00
2.831999999999999851e+00,1.199011051661721012e+02,3.233360583906407792e-01,0.000000000000000000e+00
2.847999999999999865e+00,1.185239235125681887e+02,2.796051653363588185e-01,0.000000000000000000e+00
2.863999999999999879e+00,1.164877534485538177e+02,7.797523762294818195e-02,0.000000000000000000e+00
2.879999999999999893e+00,1.151497774833068632e+02,1.003776550292968806e-02,0.000000000000000000e+00
2.895999999999999908e+00,1.353640798295248544e+02,1.000000928748663066e-02,0.000000000000000000e+00
2.911999999999999922e+00,1.369369346741286506e+02,1.003776550292968979e-02,0.000000000000000000e+00
2.927999999999999936e+00,1.459200662802184922e+02,1.000080278092725476e-02,0.000000000000000000e+00
2.943999999999999950e+00,1.476155757792140548e+02,1.001306884623897296e-02,0.000000000000000000e+00
2.959999999999999964e+00,1.476155757792140548e+02,1.010197459374499035e-02,0.000000000000000000e+00
2.975999999999999979e+00,1.467653726247970667e+02,1.019107549696831108e-02,0.000000000000000000e+00
2.991999999999999993e+00,1.467653726247970667e+02,1.034905513337584446e-02,0.000000000000000000e+00
3.008000000000000007e+00,1.467653726247970667e+02,1.019107549696831108e-02,0.000000000000000000e+00
3.024000000000000021e+00,1.467653726247970667e+02,1.240312479355134764e-02,0.000000000000000000e+00
3.040000000000000036e+00,1.476155757792140548e+02,6.608151270920699372e-02,0.000000000000000000e+00
3.056000000000000050e+00,1.467653726247970667e+02,2.294421912463859986e-02,0.000000000000000000e+00
3.072000000000000064e+00,1.459200662802184922e+02,1.818737573491217840e-02,0.000000000000000000e+00
3.088000000000000078e+00,1.417660052464835019e+02,1.007375176428288409e-02,0.000000000000000000e+00
3.104000000000000092e+00,1.292512550962811702e+02,1.000002785026228407e-02,0.000000000000000000e+00
3.120000000000000107e+00,1.171625601394079297e+02,1.001876450976913954e-02,0.000000000000000000e+00
